,title,title2,release_year,release_date,video_release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,imdb_id
1025,Fire Down Below (1997),Fire Down Below,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0119123
1026,"Lay of the Land, The (1997)",The Lay of the Land,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0123953
1027,"Shooter, The (1995)",The Shooter,1995,01-Jan-1995,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0114432
1028,Grumpier Old Men (1995),Grumpier Old Men,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0113228
1029,Jury Duty (1995),Jury Duty,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113500
1030,"Beverly Hillbillies, The (1993)",The Beverly Hillbillies,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0055662
1031,Lassie (1994),Lassie,1994,01-Jan-1994,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110305
1032,Little Big League (1994),Little Big League,1994,01-Jan-1994,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110363
1033,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco,1996,08-Mar-1996,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116552
1034,"Quest, The (1996)",The Quest,1996,26-Apr-1996,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1655606
1035,Cool Runnings (1993),Cool Runnings,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0106611
1036,Drop Dead Fred (1991),Drop Dead Fred,1991,01-Jan-1991,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0101775
1037,Grease 2 (1982),Grease 2,1982,01-Jan-1982,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,tt0084021
1038,Switchback (1997),Switchback,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0119210
1039,Hamlet (1996),Hamlet,1996,24-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116477
1040,Two if by Sea (1996),Two if by Sea,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0118002
1041,Forget Paris (1995),Forget Paris,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0113097
1042,Just Cause (1995),Just Cause,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0113501
1043,Rent-a-Kid (1995),Rent-a-Kid,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0114268
1044,"Paper, The (1994)",The Paper,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110771
1045,Fearless (1993),Fearless,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106881
1046,Malice (1993),Malice,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0107497
1047,Multiplicity (1996),Multiplicity,1996,12-Jul-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117108
1048,She's the One (1996),She's the One,1996,23-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0117628
1049,House Arrest (1996),House Arrest,1996,02-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116571
1050,"Ghost and Mrs. Muir, The (1947)",The Ghost and Mrs. Muir,1947,01-Jan-1947,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0039420
1051,"Associate, The (1996)",The Associate,1996,19-Oct-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0147760
1052,Dracula: Dead and Loving It (1995),Dracula: Dead and Loving It,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0112896
1053,Now and Then (1995),Now and Then,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114011
1054,Mr. Wrong (1996),Mr. Wrong,1996,16-Feb-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117102
1055,"Simple Twist of Fate, A (1994)",A Simple Twist of Fate,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111194
1056,Cronos (1992),Cronos,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0104029
1057,"Pallbearer, The (1996)",The Pallbearer,1996,19-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117283
1058,"War, The (1994)",The War,1994,01-Jan-1994,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt2170668
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116126
1060,"Adventures of Pinocchio, The (1996)",The Adventures of Pinocchio,1996,26-Jul-1996,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115472
1061,"Evening Star, The (1996)",The Evening Star,1996,25-Dec-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116240
1062,Four Days in September (1997),Four Days in September,1997,23-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119815
1063,"Little Princess, A (1995)",A Little Princess,1995,01-Jan-1995,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113670
1064,Crossfire (1947),Crossfire,1947,01-Jan-1947,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,tt0039286
1065,Koyaanisqatsi (1983),Koyaanisqatsi,1983,01-Jan-1983,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,tt0085809
1066,Balto (1995),Balto,1995,01-Jan-1995,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112453
1067,Bottle Rocket (1996),Bottle Rocket,1996,21-Feb-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115734
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",The Star Maker,1995,01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114808
1069,Amateur (1994),Amateur,1994,01-Jan-1994,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,tt0109093
1070,Living in Oblivion (1995),Living in Oblivion,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113677
1071,Party Girl (1995),Party Girl,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0114095
1072,"Pyromaniac's Love Story, A (1995)",A Pyromaniac's Love Story,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0114210
1073,Shallow Grave (1994),Shallow Grave,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0111149
1074,Reality Bites (1994),Reality Bites,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110950
1075,"Man of No Importance, A (1994)",A Man of No Importance,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110455
1076,"Pagemaster, The (1994)",The Pagemaster,1994,01-Jan-1994,,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0110763
1077,Love and a .45 (1994),Love and a .45,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0110395
1078,Oliver & Company (1988),Oliver & Company,1988,29-Mar-1988,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0095776
1079,Joe's Apartment (1996),Joe's Apartment,1996,26-Jul-1996,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0116707
1080,Celestial Clockwork (1994),Celestial Clockwork,1994,12-Jul-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109485
1081,Curdled (1996),Curdled,1996,27-Sep-1996,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0115994
1082,Female Perversions (1996),Female Perversions,1996,25-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116293
1083,Albino Alligator (1996),Albino Alligator,1996,17-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0115495
1084,Anne Frank Remembered (1995),Anne Frank Remembered,1995,23-Feb-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0112373
1085,Carried Away (1996),Carried Away,1996,29-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0115837
1086,It's My Party (1995),It's My Party,1995,22-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0603482
1087,Bloodsport 2 (1995),Bloodsport 2,1995,01-Mar-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112536
1088,Double Team (1997),Double Team,1997,04-Apr-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119013
1089,Speed 2: Cruise Control (1997),Speed 2: Cruise Control,1997,13-Jun-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,tt0120179
1090,Sliver (1993),Sliver,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0108162
1091,Pete's Dragon (1977),Pete's Dragon,1977,01-Jan-1977,,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0076538
1092,Dear God (1996),Dear God,1996,01-Nov-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116059
1093,Live Nude Girls (1995),Live Nude Girls,1995,01-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113674
1094,"Thin Line Between Love and Hate, A (1996)",A Thin Line Between Love and Hate,1996,03-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117891
1095,High School High (1996),High School High,1996,25-Oct-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116531
1096,Commandments (1997),Commandments,1997,02-May-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0115927
1097,"Hate (Haine, La) (1995)",Hate,1995,09-Feb-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113247
1098,Flirting With Disaster (1996),Flirting With Disaster,1996,22-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116324
1099,"Red Firecracker, Green Firecracker (1994)",Green Firecracker Red Firecracker,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110769
1100,What Happened Was... (1994),What Happened Was...,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0111689
1101,Six Degrees of Separation (1993),Six Degrees of Separation,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,tt0108149
1102,Two Much (1996),Two Much,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0118001
1103,Trust (1990),Trust,1990,01-Jan-1990,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0103130
1104,C'est arrivé près de chez vous (1992),C'est arrivé près de chez vous,1992,01-Jan-1992,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0103905
1105,Firestorm (1998),Firestorm,1998,09-Jan-1998,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120670
1106,"Newton Boys, The (1998)",The Newton Boys,1998,14-Mar-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0120769
1107,Beyond Rangoon (1995),Beyond Rangoon,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112495
1108,Feast of July (1995),Feast of July,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113044
1109,Death and the Maiden (1994),Death and the Maiden,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0109579
1110,Tank Girl (1995),Tank Girl,1995,01-Jan-1995,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,tt0114614
1111,Double Happiness (1994),Double Happiness,1994,01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109655
1112,Cobb (1994),Cobb,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109450
1113,Mrs. Parker and the Vicious Circle (1994),Mrs. Parker and the Vicious Circle,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110588
1114,Faithful (1996),Faithful,1996,03-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116269
1115,Twelfth Night (1996),Twelfth Night,1996,25-Oct-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0698921
1116,"Mark of Zorro, The (1940)",The Mark of Zorro,1940,01-Jan-1940,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0032762
1117,Surviving Picasso (1996),Surviving Picasso,1996,20-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117791
1118,Up in Smoke (1978),Up in Smoke,1978,01-Jan-1978,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0078446
1119,Some Kind of Wonderful (1987),Some Kind of Wonderful,1987,01-Jan-1987,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0094006
1120,I'm Not Rappaport (1996),I'm Not Rappaport,1996,13-Nov-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116601
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",The Umbrellas of Cherbourg,1964,05-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,tt0058450
1122,They Made Me a Criminal (1939),They Made Me a Criminal,1939,01-Jan-1939,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0032022
1123,"Last Time I Saw Paris, The (1954)",The Last Time I Saw Paris,1954,01-Jan-1954,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0047162
1124,"Farewell to Arms, A (1932)",A Farewell to Arms,1932,01-Jan-1932,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,tt0022879
1125,"Innocents, The (1961)",The Innocents,1961,01-Jan-1961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0835044
1126,"Old Man and the Sea, The (1958)",The Old Man and the Sea,1958,01-Jan-1958,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt3469902
1127,"Truman Show, The (1998)",The Truman Show,1998,01-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120382
1128,Heidi Fleiss: Hollywood Madam (1995) ,Heidi Fleiss: Hollywood Madam,1995,09-Feb-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0113283
1129,Chungking Express (1994),Chungking Express,1994,16-Feb-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,tt0109424
1130,Jupiter's Wife (1994),Jupiter's Wife,1994,09-Feb-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0110217
1131,Safe (1995),Safe,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0114323
1132,Feeling Minnesota (1996),Feeling Minnesota,1996,13-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0116289
1133,Escape to Witch Mountain (1975),Escape to Witch Mountain,1975,01-Jan-1975,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0072951
1134,Get on the Bus (1996),Get on the Bus,1996,16-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116404
1135,"Doors, The (1991)",The Doors,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,tt0101761
1136,Ghosts of Mississippi (1996),Ghosts of Mississippi,1996,20-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116410
1137,Beautiful Thing (1996),Beautiful Thing,1996,09-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0115640
1138,Best Men (1997),Best Men,1997,01-Sep-1997,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0118702
1139,Hackers (1995),Hackers,1995,01-Jan-1995,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0113243
1140,"Road to Wellville, The (1994)",The Road to Wellville,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt6144064
1141,"War Room, The (1993)",The War Room,1993,01-Jan-1993,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0108515
1142,When We Were Kings (1996),When We Were Kings,1996,14-Feb-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0118147
1143,Hard Eight (1996),Hard Eight,1996,28-Feb-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0119256
1144,"Quiet Room, The (1996)",The Quiet Room,1996,02-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117422
1145,Blue Chips (1994),Blue Chips,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109305
1146,Calendar Girl (1993),Calendar Girl,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106505
1147,My Family (1995),My Family,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113896
1148,Tom & Viv (1994),Tom & Viv,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111454
1149,Walkabout (1971),Walkabout,1971,20-Dec-1971,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0067959
1150,Last Dance (1996),Last Dance,1996,03-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116827
1151,Original Gangstas (1996),Original Gangstas,1996,10-May-1996,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0117260
1152,In Love and War (1996),In Love and War,1996,24-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,tt0116621
1153,Backbeat (1993),Backbeat,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,tt0106339
1154,Alphaville (1965),Alphaville,1965,01-Jan-1965,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0058898
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Rendezvous in Paris,1995,28-Jun-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0114266
1156,Cyclo (1995),Cyclo,1995,02-Aug-1996,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0112767
1157,"Relic, The (1997)",The Relic,1997,17-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0120004
1158,"Fille seule, La (A Single Girl) (1995)",La Fille seule,1995,30-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113057
1159,Stalker (1979),Stalker,1979,01-Jan-1979,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,tt0079944
1160,Love! Valour! Compassion! (1997),Love! Valour! Compassion!,1997,16-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0119578
1161,Palookaville (1996),Palookaville,1996,25-Oct-1996,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117284
1162,Phat Beach (1996),Phat Beach,1996,02-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117332
1163,"Portrait of a Lady, The (1996)",The Portrait of a Lady,1996,27-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117364
1164,Zeus and Roxanne (1997),Zeus and Roxanne,1997,10-Jan-1997,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120550
1165,Big Bully (1996),Big Bully,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115676
1166,Love & Human Remains (1993),Love & Human Remains,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0107447
1167,"Sum of Us, The (1994)",The Sum of Us,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0111309
1168,Little Buddha (1993),Little Buddha,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107426
1169,Fresh (1994),Fresh,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109842
1170,Spanking the Monkey (1994),Spanking the Monkey,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111252
1171,Wild Reeds (1994),Wild Reeds,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111019
1172,"Women, The (1939)",The Women,1939,01-Jan-1939,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt3957702
1173,Bliss (1997),Bliss,1997,06-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118742
1174,Caught (1996),Caught,1996,27-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0115847
1175,Hugo Pool (1997),Hugo Pool,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119327
1176,Welcome To Sarajevo (1997),Welcome To Sarajevo,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0120490
1177,Dunston Checks In (1996),Dunston Checks In,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116151
1178,Major Payne (1994),Major Payne,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110443
1179,Man of the House (1995),Man of the House,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113755
1180,I Love Trouble (1994),I Love Trouble,1994,01-Jan-1994,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110093
1181,"Low Down Dirty Shame, A (1994)",A Low Down Dirty Shame,1994,01-Jan-1994,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110399
1182,Cops and Robbersons (1994),Cops and Robbersons,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109480
1183,"Cowboy Way, The (1994)",The Cowboy Way,1994,01-Jan-1994,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109493
1184,"Endless Summer 2, The (1994)",The Endless Summer 2,1994,01-Jan-1994,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt6140852
1185,In the Army Now (1994),In the Army Now,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0110123
1186,"Inkwell, The (1994)",The Inkwell,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110137
1187,Switchblade Sisters (1975),Switchblade Sisters,1975,17-May-1975,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0073778
1188,Young Guns II (1990),Young Guns II,1990,01-Jan-1990,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0100994
1189,Prefontaine (1997),Prefontaine,1997,24-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119937
1190,That Old Feeling (1997),That Old Feeling,1997,04-Apr-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120318
1191,"Letter From Death Row, A (1998)",A Letter From Death Row,1998,01-Feb-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0119521
1192,"Boys of St. Vincent, The (1993)",The Boys of St. Vincent,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106473
1193,Before the Rain (Pred dozhdot) (1994),Before the Rain,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110882
1194,Once Were Warriors (1994),Once Were Warriors,1994,01-Jan-1994,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0110729
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),Strawberry and Chocolate,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106966
1196,"Savage Nights (Nuits fauves, Les) (1992)",Savage Nights,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0105032
